name,cate_1,cate_2,cate_3,dong,lon,lat,cate_mix,naver_keyword,naver_map_url,naver_store_type,naver_star_point,naver_star_point_qty,naver_blog_review_txt,naver_blog_review_qty
타누키돈부리,일식,일식 카레/돈가스/덮밥,일식 음식점업,흑석동,37.50740026,126.9597059,일식일식 카레 돈가스 덮밥일식 음식점업,흑석동%20타누키돈부리,https://m.place.naver.com/restaurant/1431028037,일식당,4.21,47,기름이 오래된것 같아요.. 너무오래걸립니다... 주방이모는 머리 좀 깔끔히 묶고 음식을 하시던가ㅠ 좀 더러워보여요..주방 ㅠㅠ 굿,13
상도정마루,한식,백반/한정식,한식 일반 음식점업,상도1동,37.50237617,126.9479229,한식백반 한정식한식 일반 음식점업,상도1동%20상도정마루,https://m.place.naver.com/restaurant/1333755743,한식,3.93,50,기본 김밥인데 계란 가득해서 맛있게 먹었어요 :)어묵졸인게 들어있다해서 궁금했는데 제가 갔을땐 어묵이 없었나봅니닷. 담번 재방문할래요~ 정많은 사장님~ 잘먹었습니다♡ 저렴해요,7
청년다방,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,상도1동,37.49522208,126.9560751,기타 간이김밥 만두 분식김밥 및 기타 간이 음식점업,상도1동%20청년다방,https://m.place.naver.com/restaurant/37471453,분식,4.49,420,기본맛으로 시켰는데 달달하니 맛있었어요  떡볶이 쫄깃쫄깃 맛있어요  딸이 요맛을 좋아해 주문했는데 저랑 둘이 먹긴 너무많더라구여 ㅎㅎ 그래도 남은거 비닐이지만 사장님이 친절하게 설명해주시고 담아주셔서 저녁까지 해결했어요 ,143
중대촌,주점,요리 주점,기타 주점업,흑석동,37.50840423,126.9611624,주점요리 주점기타 주점업,흑석동%20중대촌,https://m.place.naver.com/restaurant/36113742,요리주점,4.64,52,기본안주가 떡볶이라 좋음!! 안주 맛있고 가성비 최고에요! 기본 안주인 떡볶이가 진짜 맛있음!! 가성비가 짱이라 자주 갑니다~.~,13
올드팬,주점,요리 주점,기타 주점업,흑석동,37.50734734,126.9588131,주점요리 주점기타 주점업,흑석동%20올드팬,https://m.place.naver.com/restaurant/1674088229,바(BAR),4.56,4,기본안주좋아요  매장이 철결해요  호프,1
이레김밥,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,상도1동,37.49470153,126.9563085,기타 간이김밥 만두 분식김밥 및 기타 간이 음식점업,상도1동%20이레김밥,https://m.place.naver.com/restaurant/1833901988,종합분식,4.42,75,김밥이 맛있어요 ?? 굿,4
진진김밥,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,상도1동,37.49917559,126.9517677,기타 간이김밥 만두 분식김밥 및 기타 간이 음식점업,상도1동%20진진김밥,https://m.place.naver.com/restaurant/1649241410,김밥,4.61,153,김밥이 엄청커요! 배부르게 먹었습니다^^ 맛있음 물가가 많이 올라 김밥이 비싼 느낌이 있지만 친절하시고 김밥도 집 김밥처럼 맛있어요??,5
백채김치찌개,한식,백반/한정식,한식 일반 음식점업,흑석동,37.50707263,126.9593372,한식백반 한정식한식 일반 음식점업,흑석동%20백채김치찌개,https://m.place.naver.com/restaurant/1321242429,찌개 전골,4.45,580,"김치찌개가 고기찌개인줄 알 정도로 고기가 풍성하네요 김치도 맛있고 양도 많고 친절하셔서 맛있게 먹었습니다.계란말이 부드럽고 맛있어요! 양이 많고 푸짐하게 먹을수있네요 돼지김치구이 맛있어요!

근데 마지막에 밥 다 먹고 밥 없이 먹으려니까 좀 짰어요ㅠㅠ",9
양푼이김치찌개,한식,백반/한정식,한식 일반 음식점업,흑석동,37.50746675,126.9590716,한식백반 한정식한식 일반 음식점업,흑석동%20양푼이김치찌개,https://m.place.naver.com/restaurant/1479615172,찌개 전골,4.32,62,김치찌개가 정말 간단한 음식같지만 정말로 맛이 정갈하면서 맛난곳 찾기힘듭니다?? 근데 여기는 진짜로 MSG맛도 안나는데 국물이 시원하면서 정말 맛있어요!?? 사장님 너무 친절하시구 계란말이도 맛나구 꼭 마지막에 라면 사리 필수에요! 담에 또 올게용!?? 가정집 김치찌개 맛이 나는 곳 많이 짜지 않고 맛있어요 양도 많아요 김치볶음밥은 평범평범해용 자주 오는 김치찌개 맛집 입니다 ㅋㅋ 김치찌개 안에 두툼한 생고기가 들어있어서 포만감 최고에요 ㅋㅋㅋ 계란말이도 맛있습니다 ㅋㅋ 마지막엔 라면사리까지 꼭 추가해서 먹는데 배터져용 오늘도 잘먹었습니다 또 갈게요~~~!,9
곤지암할매소머리국밥,한식,국/탕/찌개류,한식 일반 음식점업,흑석동,37.50640815,126.9626717,한식국 탕 찌개류한식 일반 음식점업,흑석동%20곤지암할매소머리국밥,https://m.place.naver.com/restaurant/680313856,국밥,4.29,183,깍두기을 한입 먹는 순간부터 맛집 느낌이 났어요. 소머리국밥 너무 맛있고 김치도 넉넉히 주시고. 너무 좋아요... 순대국은 고기냄새 많이 못 맡으시는 분은 어려울 것 같아요. 육개장은 계란이 풀어져 있어서 마일드한 느낌이었어요. 아쉬운 점은 운영시간이 어디에도 나와있지 않아서 언제가야할지 모르겠어요!! ㅠㅠ 순대국에서 냄새가 많이 났어요ㅠㅠ… 다음에는 안갈것같아요 잘먹었습니다,8
맘스터치,기타 간이,버거,피자  햄버거  샌드위치 및 유사 음식점업,흑석동,37.50767711,126.9604485,기타 간이버거피자  햄버거  샌드위치 및 유사 음식점업,흑석동%20맘스터치,https://m.place.naver.com/restaurant/1700303576,치킨 닭강정,4.44,1141,깔끔하고  메뉴가 빨리 나와요 버스가 너무 더워서 대피 친절하시고 바로 만들어 주셔서 좋아요 야채 싱싱,16
상도국수,한식,국수/칼국수,한식 면 요리 전문점,상도1동,37.49735121,126.9533199,한식국수 칼국수한식 면 요리 전문점,상도1동%20상도국수,https://m.place.naver.com/restaurant/1981539314,국수,4.61,262,깔끔하고 심플한 멸치국수입니다! 재료소진이라 김밥을 못 먹었는데 다음에 오면 김밥 꼭 먹어보고 싶네요?? 단촐한 음식 차림 멸치국수 칼국수 비빔국수 열무국수(여름)만 파는 깔끔한 국수집입니다 언제먹어도 맛있어용 엄마가 해준 국수처럼 맛있어서 자주가요!!! 점심시간에 가면 줄이 긴데 줄서서 먹을만큼 맛있는 집이에요 ㅎㅎㅎ,31
장독대,주점,요리 주점,기타 주점업,흑석동,37.50836316,126.9616154,주점요리 주점기타 주점업,흑석동%20장독대,https://m.place.naver.com/restaurant/18715256,요리주점,4.57,409,꿀막걸리는 언제먹어도 맛있어용 ㅎㅎ 치즈불고기떡볶음??은 시장 기름떡볶이맛이네여 잘머것습니당 중앙대 최고 맛집 ???? 장독대 안와본 사람은 제대로 된 전의 참맛을 모르는 자 ...! 오꼬노미야끼 전과 해물파전 시켰는데 막걸리랑 찰떡 궁합이에오 ?? 입 짧은 여자 2명이서 싹싹 긁어먹었습니당 ㅎㅎ 너무너무 맛있어요 !! 대신 테이블 간 간격이 좁고 시끄러워서 저는 아늑하고 정겨웠는데  요런 분위기 싫어하시는 분들은 참고하셔야 될것 같아요 ?? 오랜만에 갔는데 예전처럼 맛있어요~ 음악도 차분하고 좋고 편안했어요 새벽이라서 그런지 여기저기 연인들이 많네요~,184
대관령,한식,백반/한정식,한식 일반 음식점업,흑석동,37.50758503,126.9602236,한식백반 한정식한식 일반 음식점업,흑석동%20대관령,https://m.place.naver.com/restaurant/1130022050,요리주점,4.33,408,나폴리탄스파게티 완전 강추에용 또생각난드아   아늑한 공간이라 좋아요! 소맥세트도 팔아서 가성비 굿굿????흑석동 맛집으로 인정! 한식 위주 안주 너무 좋아요 ㅠㅠ 다 맛있고 무엇보다 사장님이 친절하세요! 서비스로 사과도 주시고 ㅠㅠ 20년대 kpop 음악 많이 나와서 취향 저격 당했습니다 ㅎㅎ 분위기도 좋고 음악도 좋고 사장님도 좋은 곳! 단점이 하나도 없다.,25
프렌밀리,주점,요리 주점,기타 주점업,상도1동,37.50411483,126.9488938,주점요리 주점기타 주점업,상도1동%20프렌밀리,https://m.place.naver.com/restaurant/1474224099,와인,4.52,113,남편과 간만에 데이트 하러 갔는데 분위기 정말 좋고 음식  와인  음악  공간 모두 완벽! 집 근처에 소중한 보물 같은 공간을 찾았네요! 사장님도 친절하세요. 잔잔한 재즈음악과 그 분위기에 취해 남편과 둘이서 대화하기에 참 좋았습니다. 낮에 카페로 영업할 때도 다시 가보고 싶어요! 상도 근처 살면서 왜 몰랐나 싶은데  한번 가면 동네 사람들은 다 단골 될 거에요! 강력 추천해요!! 가성비도 최고! 고풍스러운 중세 유럽st 분위기의 카페입니다! 평일에 방문해서 그런지 조용하고 사람도 많이 없어서 편안한 분위기였습니다. 크로플도 달달하니 겉은 바삭하고 속은 촉촉랍니다. 커피 맛도 산미가 크게 있지 않아 맛있게 마셨습니다. 분위기가 워낙 좋아 밤에 펍으로 방문하고 싶네요~! 매장 분위기도 너무 좋고  직원분들도 친절했어요! 데이트 장소  친구들이랑 이야기 하면서 편안하게 와인을 즐길 수 있는 곳이어요! 메뉴 구성도 다양하고 와인 종류도 많아서 원하는 맛으로 즐길 수 있습니다!!! 분위기 짱 좋아요??,95
나라비우동,일식,일식 면 요리,일식 음식점업,흑석동,37.50602779,126.9604036,일식일식 면 요리일식 음식점업,흑석동%20나라비우동,https://m.place.naver.com/restaurant/1016921614,우동 소바,3.98,176,냉모밀이시원하고국물이끝내줘요 중앙대병원에가실일이생기면냉모밀드셔보세요 내우동도맛있어요 이곳사장님&직원분참으로친절해요 나라비 사장님이나직원분 너무친절하고 서비스도좋고 _인들주시려고만하세요 개개인에따라입맛이다르겠지만 맛있어요 메뉴도다양해요 여름에냉우동 냉모밀시원합니다 드셔보세요 냉우동한번드셔보세요 맛있어요,2
다락,주점,요리 주점,기타 주점업,상도1동,37.50154388,126.9495744,주점요리 주점기타 주점업,상도1동%20다락,https://m.place.naver.com/restaurant/1252310528,한식,4.63,55,냉삼 3인분부터 주문가능하나 저렴합니다. 여자둘이 3인분+사이드 시키고 딱맞게 배부르게 먹었어요! 비오는날 가면 크?? 너~~무 맛있게 머꾸가욤 담에 또 갈께요 ㅎㅎㅎ  가성비 좋아요 반찬도 맛있어요!,26
마을광장,주점,요리 주점,기타 주점업,흑석동,37.50858402,126.9611146,주점요리 주점기타 주점업,흑석동%20마을광장,https://m.place.naver.com/restaurant/18715249,전통 민속주점,4.37,39,너무 맛있어요 기본 안주도 좋고 분위기도 좋아용 전과 막걸리로 대화하기 좋아요 대화하기 좋아요,5
골목안,한식,백반/한정식,한식 일반 음식점업,흑석동,37.50858402,126.9611146,한식백반 한정식한식 일반 음식점업,흑석동%20골목안,https://m.place.naver.com/restaurant/37728677,이자카야,4.62,49,너무 맛있어요 일본소주 사장님 추천 으로 먹었는데 보리소쥬 최고에요~ 아게다시도후랑 궁합이 훌룽합니다 하이볼 한잔도 필수 하이볼 먹으러...혼술하러 자주 오는 곳인데 ㅋㅋㅋ 친구랑 와도 언제나 실패하지 않는 곳입니다? 진짜 좋고 한 번 왔는데두 사장님이 날 기억하는 매직...최고? 안주도 맛있어용  다양한 일본소주와 사케를 즐기고 맥주 소주 등 아늑한 분위기에서 편안하게 시간보내기에 최고입니다,9
탭하우스더슈라인,서양식,경양식,서양식 음식점업,상도1동,37.50395034,126.9486359,서양식경양식서양식 음식점업,상도1동%20탭하우스더슈라인,https://m.place.naver.com/restaurant/37704358,바(BAR),4.53,168,너무 맛있어요 해산물 토마토 파스타 새우랑 홍합 게 양파 너무 맛있고 먹다보면 해산물 우려낸 육수 맛이 조금 나는데 대만족했어요 그리고 목살 구이도 맛있게 먹었습니다 가게가 크진 않은데 분위기가 좋아요 8테이블 정도 상도역 데이트나 친구 만날 때 짱! 상도역 맥주 소주 안주4개 먹음. 등심(힘줄이 자를 때마다..) 목살(샐러드소스 다른것으로 하면 어떨까요) 스파게티(양 많아요. 시간이 흐를수록 말라요 빨리드세요) 마름안주(내용물이 많아요.포장해올껄..) 재방문의사 있어요.. 소주 파는것을 나올 때 봤네요..맥주10잔 마셨는데..까비~ ㅎ -수정일 2023.1.4- 12월에 재방문을 했음. 오후9:30 라스트오더 공지없이 사장님퇴근으로 추가주문 할수없음. 오후11:00 안주 문의에 따른 융통성 없는 알바님의 응대에 황당했음. 말씀 없이 계속 쳐다보시만 하심. 본인은 알바첫날이라하셨는데  첫날에 마감을 첫 알바가 한다…이해 할 수 없음. 둘이 가서 파스타  스테이크  피자에 생맥주 먹었더니 바 부르고 맛있네요. 스테이크와 파스타까지만 먹었을땐 양이 좀 부족해서 마지막으로 피자 시켜 먹었더니 배가 차더라구요. 피클도 맛있고 생맥주도 맛나요. 피클 세번이나 리필했네요~,65
투디,기타 간이,빵/도넛,제과점업,상도1동,37.50215038,126.9488761,기타 간이빵 도넛제과점업,상도1동%20투디,https://m.place.naver.com/restaurant/1189392976,카페 디저트,4.37,812,너무너무 맛있게 먹었네요. 다들 한 스푼이라도 더 퍼먹으러ㅓ고 개떼같이 붙어서 헐레벌떡 헤치워보림. 따로 토핑 추가한 것도 없는데 시트+크림 자체가 너무 맛있네용;;; 보통 주문제작 케이크들은 예쁘기만하고 맛이 없는 경우가 허다한데 투디케익은 밥을 비벼도 맛있을듯. 제 하찮은 그림 꼭 넣고싶었는디ㅠ 도안보다 예뿌게 맹글어주시고 한석봉 환생이신가 폰트가 아주 3D프린터로 인쇄한 급ㅠㅠㅜ 색감까지 기대 이상으로 아름다운것....  홀케익1호면 3-5인 먹는다고 하셔서 1호했는데 진짜 맛있어서 3호 했어도 싹싹 비웠겠네요??대후회. 앞으로 모든 기념일 케익은 투디로.. 사장님도 50주년.. 대를 이어 500주년까지 번창하세요 진짜 우주채고lol 친구에게 좋은선물이 되었어요. 항상 예쁘게 만들어주셔서 감사해요:) 모임에서 도시락케이크 자주 주문해요!! 케이크 맛도 맛있고  이쁘게 잘 만들어주십니다,36
응급실국물떡볶이숭실대점,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,상도1동,37.4986028,126.9522055,기타 간이김밥 만두 분식김밥 및 기타 간이 음식점업,상도1동%20응급실국물떡볶이숭실대점,https://m.place.naver.com/restaurant/1019611063,분식,4.52,117,넘 맛있습니다…치즈 추가 필수 ㅜ 맨날 엽떡만 먹다가 여기 배달팁도 없고 배민 후기도 좋길래 주문해봤는데 진짜 맛있더라고요! 기본으로 고구마떡이랑 만두도 들어있고 리뷰이벤트 품목도 다양해서 좋아요 ㅎㅎ 수제비 토핑 추가했는데 쫄깃하니 굉장히 맛있었고  고구마치즈스틱도 달달하니 엄청 맛있습니다?? 부상플러스 단계였는데 머리에 땀 살짝 나는 정도? 다른지점보다는 한단계 높혀 먹어도 좋을 것 같아요~,22
수미락,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,흑석동,37.50788246,126.9643366,기타 간이김밥 만두 분식김밥 및 기타 간이 음식점업,흑석동%20수미락,https://m.place.naver.com/restaurant/20911291,한식,4.4,169,넘 맛있어요서울에 김밥+라면 6500으로 먹을수있는 유일한곳 심지어 너무 맛있음 재료도 좋음 #흑석동맛집 #흑석동김밥 김치칼국수 넘 맛있어요! 제 입맛에는 완전최고예요. 그리고 넘 친절하셔서 기분도 좋아요 이렇게나 푸짐한데 6500원이라니요~ 맛도아주 좋고 사장님내외분도 엄청 친절합니다 최고에요,8
베브릿지,비알코올 ,카페,기타 비알코올 음료점업,흑석동,37.50766382,126.9599624,비알코올 카페기타 비알코올 음료점업,흑석동%20베브릿지,https://m.place.naver.com/restaurant/528061941,카페,4.47,409,네츄럴 느낌이긴한데.. 실내에서 화장실 시궁창냄새가 심해요.. 진짜 음료 마시는 와중에도 갈까 고민중.. 안쪽에 스태프온리 문 쪽에서 유난히 더 심하게나는거같은데.. 자리를 좀 옮겨도 나요ㅠㅠ.. 요즘 이런 시궁창 냄새 맡기도 귀한데(?)  음료가 종류가 다양하고 독특해서 좋고 맛있어요~ 하나하나씩 도장깨기 하려구요ㅎㅎ 팀플이나 녹강듣기 좋을 것 같고 카공하기에는 적합하지 않은듯해요!ㅎㅎ 코코넛 스무디 커피 (코코넛칩 추가) 세계의 커피를 모아두고  커피로 세계여행을 떠난다는 컨셉의 프랜차이즈점 느낌이었어요. 우선 굉장히 다양한 메뉴가 눈을 끌더라구요. 저는 코코넛 스무디 커피에 코코넛칩을 추가했는데  막 엄청 굉장한 맛이다!는 절대 아니고 꽤 만족스러운 한 잔 마셨다는 느낌은 확실합니다. 혹시라도 코코넛 스무디 커피 드시면 코코넛칩 꼭 추가하세요. 완전 맛잇었어요. 다양한 컨셉의 메뉴들이 있다보니  다음엔 뭐 마셔볼까라는 묘한 기대감이 생기긴 하더라구요. 인테리어도 근방 타 카페들에 비해 비교적 널찍하고 의자도 등받이인데 시트부분이 좌우회전이 돌아가서 편하구요. 카페에서 의자 불편한 것만큼 최악이 없는데  그 부분에서는 완전 합격점이었습니다. 다음 방문엔 뭐 마실지 고민이네요.,67
지지고,기타 간이,그 외 기타 간이 음식점,김밥 및 기타 간이 음식점업,상도1동,37.49512847,126.9566984,기타 간이그 외 기타 간이 음식점김밥 및 기타 간이 음식점업,상도1동%20지지고,https://m.place.naver.com/restaurant/20459844,도시락 컵밥,4.54,616,누들면 맛있어요 순한맛도 매콤해요 가성비 넘치는 한끼^^  오랜만에 먹었는데 라이스 항상 맛있어요!!,45
신룽푸마라탕숭실대점,중식,마라탕/훠궈,중식 음식점업,상도1동,37.49512847,126.9566984,중식마라탕 훠궈중식 음식점업,상도1동%20신룽푸마라탕숭실대점,https://m.place.naver.com/restaurant/1152852377,중식마라,4.37,547,다른 마라탕집에 비해 마라향이 강한 곳 호불호 갈릴 듯 중국당면  분모자 처돌이로서 이집 합격 특히 분모자가 마딛슴 또 먹고싶다... 진짜맛없어요 국물에 감칠맛이 ㄹㅇ 1도 없음 돈아까워서 다먹었지ㅠ 넘배고파서 여기서 먹은 건데 이럴 줄 알았으면 집 근처 갈 걸 그랬어요 진짜 내평생 이렇게 맛없는마라탕 처음임 주변에 경쟁 마라탕집 없어서 맛이 이런가 싶을정도로..ㅠ 맛난 거 먹으러 왔는데 기분 슬퍼짐 주문한지 30분만에 나왔는데 맛도 그냥 그래요 기름이 많아서 마라탕이 아니라 기름국수 먹는 거 같아요 너무 오랫동안 기다리게 해서 별로에요,54
다성반점,중식,중국집,중식 음식점업,상도1동,37.49924636,126.9516197,중식중국집중식 음식점업,상도1동%20다성반점,https://m.place.naver.com/restaurant/13157363,중식,4.36,584,다른 메뉴 먹어봤는데 제가 밥을 잘 안 먹는 스타일이라서 그런지 조금 짰어요. 최고예요? 너무 좋아요? 감사합니다 수고하세요? 친절하셔서 좋았어요 ㅎㅎ ,20
고기먹으러,한식,돼지고기 구이/찜,한식 육류 요리 전문점,흑석동,37.50701226,126.9596434,한식돼지고기 구이 찜한식 육류 요리 전문점,흑석동%20고기먹으러,https://m.place.naver.com/restaurant/32762520,돼지고기구이,3.25,5,단체모임하기 좋아요  재료가 신선해요  돼지고기,1
황새골손칼국수,한식,국수/칼국수,한식 면 요리 전문점,상도1동,37.4979234,126.9528144,한식국수 칼국수한식 면 요리 전문점,상도1동%20황새골손칼국수,https://m.place.naver.com/restaurant/32117320,칼국수 만두,4.44,512,닭칼국수 맛있어서 종종 가는곳이에요! 오랜만에 먹었는데도 맛있어요~ 사진을 못찍은게 아쉬울정도에요 너무너무 맛잇어요 동대문 가서 먹은 닭한마리보다 여기가 훨씬 맛잇어요 야채도 많고 닭양도 많습니다. 사장님이 음식 설명도 해주시고 너무너무 친절하셔서 감동입니다 다음에는 와서 칼국수나 만두먹어볼려고요 김치랑 장아찌도 맛있고 혼밥하기도 좋아요 칼국수 면이 쫄깃쫄깃해요. 추가해서 놓운 만두사리도 작접 빚은 손만두라 더욱 맛있더라구요. 해물칼국수라 바지락외 마더덕 굴등 다른 해물들도 들어 있었어요. 국물도 시원하구요. 조미료맛이 아니라 좋았어요. ㄷ음엔 만두전골 먹으러 가고 싶어요.,108
긴자료코숭실대입구역점,일식,일식 회/초밥,일식 음식점업,상도1동,37.49526323,126.9556335,일식일식 회 초밥일식 음식점업,상도1동%20긴자료코숭실대입구역점,https://m.place.naver.com/restaurant/1108133574,돈가스,4.3,107,"대학생아들과 둘이서 데미그라스 돈까스함박세트  연어덮밥을 먹었는데  어찌나 푸짐히 주셨는지  밥을 남기게 되었어요. 이제껏 먹은 돈까스  함박중에 최고 __. 연어 위에 뿌리는 쇼유는 직접 만드셔서 짜지않고 적당히 간을 맞춰주어 아주 담백했답니다. 아! 연어~ 재료를 아끼지 않고 정말 큼직큼직하게 듬뿍 넣어주셨고요. 다음에 다른 메뉴 먹으러 가야겠어요~ ^^ 숭실대연수있어서 점심이 고민이었는데 여기만 사람이 항상 많더라구요 돈까스단품시켰는데 부먹으로 나오고 양이 엄청 많아요 맛은 특별하지는 않아요 ㅠ 전 카스병맥이랑 먹었는데 아주 느끼함두 잡아주고 잘 어울렸어요 바삭하면서 감칠맛 느껴지는 돈까스와 데미그라스 소스의 궁합이 정말 좋습니다. 소스가 달지않고 너무 맛있어서 끝까지 느끼하지 않게 먹을 수 있네요. 샐러드는 큰 접시에 담겨나오는데 1.5 배 주문하면 예상보다 양이 정말 많아서 놀랐습니다.
무엇보다 샐러드의 우동 면발이 쫄깃해서 식감이 좋더군요. 여러모로 맛집다운 한끼 잘 경험했습니다.",66
화르르,한식,돼지고기 구이/찜,한식 육류 요리 전문점,흑석동,37.50775296,126.9639538,한식돼지고기 구이 찜한식 육류 요리 전문점,흑석동%20화르르,https://m.place.naver.com/restaurant/32762573,닭발,4.24,103,대학원 후배가 화르르 막창과 두부김치를 사랑합니다. 흑석동 최고 맛집 화르르 더더더 흥하세요?? 음식도 맛있고 사장님 이모님 모두 친절하셔서 기분좋게 먹었어요~~^^ 소소하게 모여 먹기 좋아요. 계란찜 나와서 좋아요.,42
리얼후라이숭실대점,기타 간이,치킨,치킨 전문점,상도1동,37.4953311,126.9551576,기타 간이치킨치킨 전문점,상도1동%20리얼후라이숭실대점,https://m.place.naver.com/restaurant/35688740,치킨 닭강정,4.65,152,대한민국 첫 경기날 주문이 워낙 많아 한시간 반 안되게 기다렸지만 대목인지라 이해가 되었습니다. 매장에서 축구보면서 기다렸는데 쉬지않고 조금이라도 빨리 주려고 계속 치킨을 튀기시는 모습을 보고있으니 고생하시는게 느껴졌습니다. 얼마나 남았는지 물어보는 질문에 바쁘시고 정신없을만도 했는데 사장님 알바생분들 모두 친절하게 확인해주셔서 죄송하고 감사했습니다. 주문이 많았음에도 맛은 평소와 같아서 맛있게 먹었습니다. 계속해서 시켜먹을 예정입니다!! 굿 크리스피가 정말 겉빠속촉의 진수구 크림생맥주 엄청. 신선해요 강추,59
메이카페,비알코올 ,카페,기타 비알코올 음료점업,상도1동,37.50509097,126.9532911,비알코올 카페기타 비알코올 음료점업,상도1동%20메이카페,https://m.place.naver.com/restaurant/1143372130,카페 디저트,3.9,72,대화하기 좋은 카페에요!! 너무 감성적이고 몽환적인 카페~분위기가 좋아요제대로 맛있는 커피. 사장님 커피에 진심이신 듯. 중대 근처 카페중 탑. 학생들 위한 좌석배치,6
산정,한식,국수/칼국수,한식 면 요리 전문점,흑석동,37.50596696,126.9616825,한식국수 칼국수한식 면 요리 전문점,흑석동%20산정,https://m.place.naver.com/restaurant/18716530,냉면,3.95,96,돈까스 낼면 너무 맛있어요 좋아요  좋아요,2
왕돈까스 왕냉면,기타 간이,김밥/만두/분식,김밥 및 기타 간이 음식점업,상도1동,37.49463123,126.9575308,기타 간이김밥 만두 분식김밥 및 기타 간이 음식점업,상도1동%20왕돈까스 왕냉면,https://m.place.naver.com/restaurant/20253938,돈가스,4.25,1855,돈까스 먹으려고 갔다가 냉모밀에 반했어요...!  상도동 맛집입니다. 서울갈때마다 꼭 들리는 곳입니다. 돈가스 맛있어요. 돈까스 냉면 세트 푸짐하고 넘 맛있어요. 돈까스 소스 추억의 맛! 참치김밥 엄청 크게 나와서 배부르게 먹었어요. 항상 맛있게 먹고 있어요!,51
밀피유플러스356,서양식,경양식,서양식 음식점업,상도1동,37.49998452,126.9515415,서양식경양식서양식 음식점업,상도1동%20밀피유플러스356,https://m.place.naver.com/restaurant/1946040782,돈가스,4.43,152,돈까스도 맛있지만 냉모밀이 더 맛있는 집. 면도 쫄깃쫄깃 시원한 육수도 감칠맛이 돌아서 또 먹고싶어요.  밀푀유도 맛있지만 클래식과 뚝배기도 맛나요! 맛있어요 무뚝뚝하시지만 밥은 평들대로 역시 맛있고 요즘 이 가격에 이런 맛 찾을 수 있나 싶어요,18
소담,한식,백반/한정식,한식 일반 음식점업,흑석동,37.50602779,126.9604036,한식백반 한정식한식 일반 음식점업,흑석동%20소담,https://m.place.naver.com/restaurant/1080901667,한식,3.98,340,돌솥비빔밥을시켰는데 야채 양도 굉장히 많고 (밥이 잘 안 보일 정도) 맛있었어요;)!! 중대병원 이용시 잘 가는 음식점입니다. 채소가 많아요. 반찬은 좀 오래된 느낌이었어요. ,5
더치앤빈흑리단길점,비알코올 ,카페,커피 전문점,흑석동,37.5073023,126.9649667,비알코올 카페커피 전문점,흑석동%20더치앤빈흑리단길점,https://m.place.naver.com/restaurant/1021454305,카페,4.38,276,동네 근처라 자주 와서 마시는데 항상 분위기도 좋고 쾌적하고 커피도 너무 맛있어요!! 가성비도 참 좋아서 자주 찾게 되는 카페인거 같습니다 :) 직원분이 아주 친절하셔서 좋습니다 공부하기 딱 좋은 분위기! 학교 근처 카페는 사람이 많아 항상 시끄러운데 여기는 조용하고 자리마다 콘센트도 있어서 카공하기 좋아요,9
강남교자상도점,한식,백반/한정식,한식 일반 음식점업,상도1동,37.49677779,126.9516542,한식백반 한정식한식 일반 음식점업,상도1동%20강남교자상도점,https://m.place.naver.com/restaurant/37935812,칼국수 만두,4.26,261,동네 맛집입니다???? 직원분도 친절하시고  포장해서 자주 먹었었는데  오랜만에 가서 먹으니 더 맛있네요 여기 육수가 정말 맛있어요. 닭을 푹 끓여서 육수를 냈기 때문에 구수하고 깊은 맛이 있어요. 저는 엄마와 갔는데  엄마를 보시더니 “담백한 맛으로 드릴까요?”하고 알아서 먼저 이야기를 하시는 센스. 그리고 마지막에 끓여주는 죽이 예술입니다. 진정으로 소비자와 맛을 생각하는 곳이라는 느낌을 받았어요. 명동교자를 하셨던 경험을 살려 진정으로 맛을 생각하시는 것 같아요. 대접받는 기분이었어요.  명동교자 넘넘 먹고픈데   멀어서 슬퍼하다가 동네 검색하다 발견~!!!!!!! 명동교자랑 비슷해서 이제 멀리 안가도 되겠어요^^ 맛있어요~,44
갓프레소,비알코올 ,카페,커피 전문점,상도1동,37.50120853,126.9534131,비알코올 카페커피 전문점,상도1동%20갓프레소,https://m.place.naver.com/restaurant/1198996797,카페,4.67,44,동네 숨은 커피 맛집  오랜단골  에스프레소,14
한앤둘,기타 간이,치킨,치킨 전문점,상도1동,37.49469334,126.9543635,기타 간이치킨치킨 전문점,상도1동%20한앤둘,https://m.place.naver.com/restaurant/20367575,치킨 닭강정,4.4,22,"동네 치킨집
후라이드반 양념반 주문 했습니다.
평소 후라이드를 더 좋아하는데 여긴 양념치킨이 더 맛있네요 튀김옷은 _아좋은데 살이너무없네요
다이어트하는닭이라생각드네요 굿",1
